,id,Netflix,Hulu,HBO,title,type,age_certification,runtime,name,role,release_year,seasons,imdb_score,imdb_votes
202,tm26897,1.0,0.0,0.0,Quantum of Solace,MOVIE,PG-13,106,Marc Forster,DIRECTOR,2008,0.0,6.6,444241.0
203,tm133374,1.0,0.0,0.0,The Blind Side,MOVIE,PG-13,129,John Lee Hancock,DIRECTOR,2009,0.0,7.6,327675.0
204,tm136808,1.0,0.0,0.0,Identity,MOVIE,R,90,James Mangold,DIRECTOR,2003,0.0,7.3,240433.0
205,tm70807,1.0,0.0,0.0,I Am Legend,MOVIE,PG-13,101,Francis Lawrence,DIRECTOR,2007,0.0,7.2,745093.0
206,tm93055,1.0,0.0,0.0,Grown Ups,MOVIE,PG-13,102,Dennis Dugan,DIRECTOR,2010,0.0,5.9,249934.0
207,tm85811,1.0,0.0,0.0,The Girl Next Door,MOVIE,,110,Natalia Pasenytska,DIRECTOR,2004,0.0,6.7,223380.0
208,tm131038,1.0,0.0,0.0,Public Enemies,MOVIE,R,140,Michael Mann,DIRECTOR,2009,0.0,7.0,300773.0
209,tm58382,1.0,0.0,0.0,Not Another Teen Movie,MOVIE,R,89,Joel Gallen,DIRECTOR,2001,0.0,5.7,105352.0
210,tm35463,1.0,0.0,0.0,Blow,MOVIE,R,124,Ted Demme,DIRECTOR,2001,0.0,7.5,258431.0
211,tm30603,1.0,0.0,0.0,Hancock,MOVIE,PG-13,92,Peter Berg,DIRECTOR,2008,0.0,6.4,476593.0
212,tm20959,1.0,0.0,0.0,The Pursuit of Happyness,MOVIE,PG-13,117,Gabriele Muccino,DIRECTOR,2006,0.0,8.0,501457.0
213,tm136308,1.0,0.0,0.0,Monster,MOVIE,R,110,Patty Jenkins,DIRECTOR,2003,0.0,7.3,150339.0
214,tm29737,1.0,0.0,0.0,Rambo,MOVIE,R,92,Sylvester Stallone,DIRECTOR,2008,0.0,7.0,230333.0
215,tm148270,1.0,0.0,0.0,Something's Gotta Give,MOVIE,PG-13,128,Nancy Meyers,DIRECTOR,2003,0.0,6.7,121364.0
216,tm89036,1.0,0.0,0.0,Harold & Kumar Go to White Castle,MOVIE,R,83,Danny Leiner,DIRECTOR,2004,0.0,7.0,194695.0
217,tm46436,1.0,0.0,0.0,Thir13en Ghosts,MOVIE,R,91,Steve Beck,DIRECTOR,2001,0.0,5.6,87083.0
218,tm150260,1.0,0.0,0.0,Cloudy with a Chance of Meatballs,MOVIE,PG,90,Phil Lord,DIRECTOR,2009,0.0,6.9,229274.0
219,tm150260,1.0,0.0,0.0,Cloudy with a Chance of Meatballs,MOVIE,PG,90,Christopher Miller,DIRECTOR,2009,0.0,6.9,229274.0
220,tm79895,1.0,0.0,0.0,Halloween,MOVIE,R,109,Rob Zombie,DIRECTOR,2007,0.0,6.0,119606.0
221,tm116324,1.0,0.0,0.0,Jackass: The Movie,MOVIE,R,88,Jeff Tremaine,DIRECTOR,2002,0.0,6.6,94423.0
222,tm39828,1.0,0.0,0.0,Semi-Pro,MOVIE,R,94,Kent Alterman,DIRECTOR,2008,0.0,5.8,82159.0
223,tm23935,1.0,0.0,0.0,The Lake House,MOVIE,PG,99,Alejandro Agresti,DIRECTOR,2006,0.0,6.8,149070.0
224,tm78067,1.0,0.0,0.0,The Girl Next Door,MOVIE,R,91,Gregory Wilson,DIRECTOR,2007,0.0,6.5,26293.0
225,tm95252,1.0,0.0,0.0,The Book of Eli,MOVIE,R,118,Allen Hughes,DIRECTOR,2010,0.0,6.8,314920.0
226,tm95252,1.0,0.0,0.0,The Book of Eli,MOVIE,R,118,Albert Hughes,DIRECTOR,2010,0.0,6.8,314920.0
227,tm32919,1.0,0.0,0.0,Blood Diamond,MOVIE,R,143,Edward Zwick,DIRECTOR,2006,0.0,8.0,541547.0
228,tm169949,1.0,0.0,0.0,Just Like Heaven,MOVIE,PG-13,95,Mark Waters,DIRECTOR,2005,0.0,6.7,108029.0
229,tm30205,1.0,0.0,0.0,Ip Man,MOVIE,R,106,Wilson Yip,DIRECTOR,2008,0.0,8.0,222372.0
230,tm40009,1.0,0.0,0.0,21,MOVIE,PG-13,123,Robert Luketic,DIRECTOR,2008,0.0,6.8,249016.0
231,tm141390,1.0,0.0,0.0,Friday the 13th,MOVIE,R,97,Marcus Nispel,DIRECTOR,2009,0.0,5.5,106970.0
232,tm94606,1.0,0.0,0.0,Let Me In,MOVIE,R,116,Matt Reeves,DIRECTOR,2010,0.0,7.1,121008.0
234,tm102337,1.0,0.0,0.0,A Nightmare on Elm Street,MOVIE,R,95,Samuel Bayer,DIRECTOR,2010,0.0,5.2,99894.0
235,tm159901,1.0,0.0,0.0,Miss Congeniality 2: Armed and Fabulous,MOVIE,PG-13,115,John Pasquin,DIRECTOR,2005,0.0,5.1,74637.0
236,tm74780,1.0,0.0,0.0,The Bucket List,MOVIE,PG-13,97,Rob Reiner,DIRECTOR,2007,0.0,7.4,244028.0
239,tm24088,1.0,0.0,0.0,Scary Movie 4,MOVIE,PG-13,83,David Zucker,DIRECTOR,2006,0.0,5.1,120997.0
240,tm111600,1.0,0.0,0.0,The Sweetest Thing,MOVIE,R,84,Roger Kumble,DIRECTOR,2002,0.0,5.1,58884.0
241,tm88045,1.0,0.0,0.0,How Do You Know,MOVIE,PG-13,121,James L. Brooks,DIRECTOR,2010,0.0,5.4,50383.0
242,tm78919,1.0,0.0,0.0,Mr. Bean's Holiday,MOVIE,G,90,Steve Bendelack,DIRECTOR,2007,0.0,6.4,125160.0
243,tm173066,1.0,0.0,0.0,The Interpreter,MOVIE,PG-13,128,Sydney Pollack,DIRECTOR,2005,0.0,6.4,106781.0
244,tm118637,1.0,0.0,0.0,John Q,MOVIE,PG-13,116,Nick Cassavetes,DIRECTOR,2002,0.0,7.0,133215.0
245,tm142564,1.0,0.0,0.0,3 Idiots,MOVIE,PG-13,170,Rajkumar Hirani,DIRECTOR,2009,0.0,8.4,390739.0
246,tm57190,1.0,0.0,0.0,The One,MOVIE,PG-13,87,Simon Purse,DIRECTOR,2001,0.0,5.9,92007.0
247,tm137362,1.0,0.0,0.0,The Texas Chainsaw Massacre,MOVIE,R,98,Marcus Nispel,DIRECTOR,2003,0.0,6.2,141736.0
248,tm148379,1.0,0.0,0.0,The Cat in the Hat,MOVIE,PG,82,Bo Welch,DIRECTOR,2003,0.0,4.0,82684.0
249,tm137342,1.0,0.0,0.0,Tears of the Sun,MOVIE,R,121,Antoine Fuqua,DIRECTOR,2003,0.0,6.6,121957.0
250,tm90864,1.0,0.0,0.0,Due Date,MOVIE,R,95,Todd Phillips,DIRECTOR,2010,0.0,6.5,341390.0
251,tm32144,1.0,0.0,0.0,We Are Marshall,MOVIE,PG,131,McG,DIRECTOR,2006,0.0,7.0,61345.0
252,tm141707,1.0,0.0,0.0,Blood and Bone,MOVIE,R,93,Ben Ramsey,DIRECTOR,2009,0.0,6.7,33051.0
253,tm150214,1.0,0.0,0.0,Freddy vs. Jason,MOVIE,R,97,Ronny Yu,DIRECTOR,2003,0.0,5.7,118925.0
254,tm81030,1.0,0.0,0.0,The Golden Compass,MOVIE,PG-13,113,Gábor Csupó,DIRECTOR,2007,0.0,6.1,187485.0
255,tm147211,1.0,0.0,0.0,The Men Who Stare at Goats,MOVIE,R,94,Grant Heslov,DIRECTOR,2009,0.0,6.2,132177.0
256,tm78671,1.0,0.0,0.0,Cleaner,MOVIE,R,88,Renny Harlin,DIRECTOR,2007,0.0,6.1,42285.0
257,tm27268,1.0,0.0,0.0,Monster House,MOVIE,PG,91,Gil Kenan,DIRECTOR,2006,0.0,6.6,117008.0
258,tm86189,1.0,0.0,0.0,Good Luck Chuck,MOVIE,,101,Mark Helfrich,DIRECTOR,2007,0.0,5.6,90212.0
259,tm700,1.0,0.0,0.0,"10,000 BC",MOVIE,PG-13,109,Roland Emmerich,DIRECTOR,2008,0.0,5.1,130813.0
260,tm101249,1.0,0.0,0.0,Cop Out,MOVIE,R,107,Kevin Smith,DIRECTOR,2010,0.0,5.5,88026.0
261,tm161263,1.0,0.0,0.0,The Cave,MOVIE,PG-13,97,Bruce Hunt,DIRECTOR,2005,0.0,5.1,38734.0
262,tm81270,1.0,0.0,0.0,Starsky & Hutch,MOVIE,PG-13,101,Todd Phillips,DIRECTOR,2004,0.0,6.1,146880.0
263,tm89684,1.0,0.0,0.0,New York Minute,MOVIE,PG,87,Dennie Gordon,DIRECTOR,2004,0.0,4.9,23476.0
264,tm165593,1.0,0.0,0.0,Rumor Has It...,MOVIE,PG-13,97,Rob Reiner,DIRECTOR,2005,0.0,5.5,58247.0
265,tm112381,1.0,0.0,0.0,Comedian,MOVIE,R,82,Christian Charles,DIRECTOR,2002,0.0,6.9,6985.0
266,tm39487,1.0,0.0,0.0,Catch and Release,MOVIE,PG-13,111,Susannah Grant,DIRECTOR,2006,0.0,5.9,26528.0
267,tm43399,1.0,0.0,0.0,Lagaan: Once Upon a Time in India,MOVIE,PG,224,Ashutosh Gowariker,DIRECTOR,2001,0.0,8.1,111053.0
268,tm29555,1.0,0.0,0.0,Friends with Money,MOVIE,R,88,Nicole Holofcener,DIRECTOR,2006,0.0,5.8,30468.0
269,tm103095,1.0,0.0,0.0,Ip Man 2,MOVIE,R,108,Wilson Yip,DIRECTOR,2010,0.0,7.5,104500.0
270,tm97070,1.0,0.0,0.0,Life As We Know It,MOVIE,PG-13,114,Greg Berlanti,DIRECTOR,2010,0.0,6.5,131623.0
271,tm101334,1.0,0.0,0.0,Death at a Funeral,MOVIE,R,92,Neil LaBute,DIRECTOR,2010,0.0,5.7,49901.0
272,tm183963,1.0,0.0,0.0,Dreamer: Inspired By a True Story,MOVIE,PG,106,John Gatins,DIRECTOR,2005,0.0,6.8,13205.0
273,tm77649,1.0,0.0,0.0,Premonition,MOVIE,PG-13,96,Mennan Yapo,DIRECTOR,2007,0.0,5.9,78494.0
274,tm86924,1.0,0.0,0.0,Soul Plane,MOVIE,R,86,Jessy Terrero,DIRECTOR,2004,0.0,4.5,23048.0
275,tm26638,1.0,0.0,0.0,The Texas Chainsaw Massacre: The Beginning,MOVIE,R,91,Jonathan Liebesman,DIRECTOR,2006,0.0,5.8,72845.0
277,tm104880,1.0,0.0,0.0,Louis C.K.: Hilarious,MOVIE,,84,Louis C.K.,DIRECTOR,2010,0.0,8.4,12089.0
280,tm22294,1.0,0.0,0.0,Deck the Halls,MOVIE,PG,93,John Whitesell,DIRECTOR,2006,0.0,5.0,27936.0
281,tm100015,1.0,0.0,0.0,Takers,MOVIE,PG-13,107,John Luessenhop,DIRECTOR,2010,0.0,6.2,62464.0
283,tm83786,1.0,0.0,0.0,Like Stars on Earth,MOVIE,PG,165,Aamir Khan,DIRECTOR,2007,0.0,8.3,189685.0
284,tm130574,1.0,0.0,0.0,Did You Hear About the Morgans?,MOVIE,PG-13,103,Marc Lawrence,DIRECTOR,2009,0.0,4.9,40551.0
285,tm114476,1.0,0.0,0.0,Stuart Little 2,MOVIE,G,78,Rob Minkoff,DIRECTOR,2002,0.0,5.5,54193.0
286,tm118462,1.0,0.0,0.0,Half Past Dead,MOVIE,PG-13,98,Don Michael Paul,DIRECTOR,2002,0.0,4.6,15740.0
288,tm86995,1.0,0.0,0.0,Christmas with the Kranks,MOVIE,PG,99,Joe Roth,DIRECTOR,2004,0.0,5.4,49302.0
289,tm97544,1.0,0.0,0.0,Alpha and Omega,MOVIE,PG,88,Ben Gluck,DIRECTOR,2010,0.0,5.1,14362.0
292,tm164557,1.0,0.0,0.0,Initial D,MOVIE,,107,Alan Mak,DIRECTOR,2005,0.0,6.3,8678.0
293,tm164557,1.0,0.0,0.0,Initial D,MOVIE,,107,Andrew Lau,DIRECTOR,2005,0.0,6.3,8678.0
294,tm80059,1.0,0.0,0.0,Naruto Shippuden the Movie,MOVIE,PG-13,94,Hajime Kamegaki,DIRECTOR,2007,0.0,6.7,4090.0
295,tm135451,1.0,0.0,0.0,Gifted Hands: The Ben Carson Story,MOVIE,,86,Thomas Carter,DIRECTOR,2009,0.0,7.6,10881.0
296,tm71558,1.0,0.0,0.0,The Legend of the Nahuala,MOVIE,PG,80,Ricardo Arnaiz,DIRECTOR,2007,0.0,6.1,511.0
297,tm134235,1.0,0.0,0.0,One Piece: Strong World,MOVIE,PG-13,114,Munehisa Sakai,DIRECTOR,2009,0.0,7.5,5467.0
298,tm160800,1.0,0.0,0.0,Chaos,MOVIE,R,106,Tony Giglio,DIRECTOR,2005,0.0,6.4,54900.0
299,tm22342,1.0,0.0,0.0,Waist Deep,MOVIE,R,97,Vondie Curtis-Hall,DIRECTOR,2006,0.0,5.8,9990.0
300,tm22636,1.0,0.0,0.0,Trailer Park Boys: The Movie,MOVIE,R,95,Mike Clattenburg,DIRECTOR,2006,0.0,7.1,12910.0
301,tm85549,1.0,0.0,0.0,Tito,MOVIE,,120,Janja Glogovac,DIRECTOR,2004,0.0,7.2,3214.0
302,tm100688,1.0,0.0,0.0,Even the Rain,MOVIE,,104,Icíar Bollaín,DIRECTOR,2010,0.0,7.4,13533.0
303,tm22493,1.0,0.0,0.0,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,,46,Gary Binkow,DIRECTOR,2006,0.0,7.6,1819.0
304,tm22493,1.0,0.0,0.0,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,,46,Anthony Williams,DIRECTOR,2006,0.0,7.6,1819.0
305,tm103732,1.0,0.0,0.0,Udaan,MOVIE,R,138,Vikramaditya Motwane,DIRECTOR,2010,0.0,8.1,44862.0
306,tm73058,1.0,0.0,0.0,Om Shanti Om,MOVIE,PG,162,Farah Khan,DIRECTOR,2007,0.0,6.7,43052.0
307,tm138497,1.0,0.0,0.0,Trailer Park Boys: Countdown to Liquor Day,MOVIE,R,102,Mike Clattenburg,DIRECTOR,2009,0.0,7.3,7488.0
308,tm36475,1.0,0.0,0.0,Kabhi Khushi Kabhie Gham,MOVIE,G,210,Karan Johar,DIRECTOR,2001,0.0,7.4,49273.0
309,tm144345,1.0,0.0,0.0,Kal Ho Naa Ho,MOVIE,PG,186,Nikkhil Advani,DIRECTOR,2003,0.0,7.9,68551.0
310,tm76835,1.0,0.0,0.0,Jab We Met,MOVIE,PG-13,144,Imtiaz Ali,DIRECTOR,2007,0.0,7.9,52531.0
311,tm38896,1.0,0.0,0.0,From Within,MOVIE,R,89,Phedon Papamichael,DIRECTOR,2008,0.0,5.6,7650.0
312,tm86051,1.0,0.0,0.0,Black Friday,MOVIE,R,161,Anurag Kashyap,DIRECTOR,2004,0.0,8.4,20768.0
313,tm29269,1.0,0.0,0.0,Jodhaa Akbar,MOVIE,PG-13,214,Ashutosh Gowariker,DIRECTOR,2008,0.0,7.5,32440.0
314,tm91046,1.0,0.0,0.0,"Cairo 6,7,8",MOVIE,,100,Mohamed Diab,DIRECTOR,2010,0.0,7.4,4421.0
315,tm75022,1.0,0.0,0.0,Zach Galifianakis: Live at the Purple Onion,MOVIE,,61,Michael Blieden,DIRECTOR,2007,0.0,7.2,3977.0
316,tm41508,1.0,0.0,0.0,First Sunday,MOVIE,PG-13,96,David E. Talbert,DIRECTOR,2008,0.0,4.5,10927.0
317,tm49405,1.0,0.0,0.0,Inuyasha the Movie: Affections Touching Across Time,MOVIE,PG-13,99,Toshiya Shinohara,DIRECTOR,2001,0.0,7.2,2593.0
318,tm82765,1.0,0.0,0.0,Swades,MOVIE,G,189,Ashutosh Gowariker,DIRECTOR,2004,0.0,8.1,89556.0
319,tm33981,1.0,0.0,0.0,Bon Cop Bad Cop,MOVIE,PG-13,116,Erik Canuel,DIRECTOR,2006,0.0,6.5,61.0
321,tm95238,1.0,0.0,0.0,The Boy Who Cried Werewolf,MOVIE,G,97,Eric Bross,DIRECTOR,2010,0.0,5.9,3315.0
322,tm32885,1.0,0.0,0.0,Rang De Basanti,MOVIE,PG-13,157,Rakeysh Omprakash Mehra,DIRECTOR,2006,0.0,8.1,118477.0
323,tm72587,1.0,0.0,0.0,Guru,MOVIE,PG-13,166,Mani Ratnam,DIRECTOR,2007,0.0,7.7,23708.0
324,tm99776,1.0,0.0,0.0,Whitney Cummings: Money Shot,MOVIE,,48,John Fortenberry,DIRECTOR,2010,0.0,6.2,917.0
325,tm83175,1.0,0.0,0.0,Welcome,MOVIE,,160,Anees Bazmee,DIRECTOR,2007,0.0,7.0,22243.0
326,tm139349,1.0,0.0,0.0,Jim Gaffigan: King Baby,MOVIE,,72,Troy Miller,DIRECTOR,2009,0.0,7.7,2564.0
327,tm59880,1.0,0.0,0.0,Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,,60,Cisco Henson,DIRECTOR,2008,0.0,7.6,1794.0
328,tm61056,1.0,0.0,0.0,Dil Chahta Hai,MOVIE,G,184,Farhan Akhtar,DIRECTOR,2001,0.0,8.1,71586.0
329,tm129763,1.0,0.0,0.0,Anbe Sivam,MOVIE,,160,Sundar C,DIRECTOR,2003,0.0,8.7,21167.0
330,tm44378,1.0,0.0,0.0,Tony Manero,MOVIE,,97,Pablo Larraín,DIRECTOR,2008,0.0,6.8,4255.0
331,tm25842,1.0,0.0,0.0,A Lion in the House,MOVIE,,225,Julia Reichert,DIRECTOR,2006,0.0,8.7,324.0
332,tm25842,1.0,0.0,0.0,A Lion in the House,MOVIE,,225,Steven Bognar,DIRECTOR,2006,0.0,8.7,324.0
333,tm34846,1.0,0.0,0.0,Bleach the Movie: Fade to Black,MOVIE,PG-13,94,Noriyuki Abe,DIRECTOR,2008,0.0,7.1,2207.0
334,tm71119,1.0,0.0,0.0,Delta Farce,MOVIE,PG-13,90,C.B. Harding,DIRECTOR,2007,0.0,3.6,11177.0
335,tm170873,1.0,0.0,0.0,My Suicide,MOVIE,R,110,David Lee Miller,DIRECTOR,2009,0.0,7.0,1981.0
336,tm22540,1.0,0.0,0.0,Phir Hera Pheri,MOVIE,,155,Neeraj Vora,DIRECTOR,2006,0.0,7.1,23119.0
337,tm96037,1.0,0.0,0.0,Naruto Shippuden the Movie: The Lost Tower,MOVIE,PG-13,85,Masahiko Murata,DIRECTOR,2010,0.0,6.8,3650.0
338,tm110923,1.0,0.0,0.0,Divine Intervention,MOVIE,,92,Elia Suleiman,DIRECTOR,2002,0.0,6.6,3598.0
339,tm168869,1.0,0.0,0.0,Da Kath & Kim Code,MOVIE,,90,Ted Emery,DIRECTOR,2005,0.0,7.3,928.0
340,tm147686,1.0,0.0,0.0,Kevin Hart: I'm a Grown Little Man,MOVIE,R,73,Shannon Hartman,DIRECTOR,2009,0.0,7.5,4411.0
341,tm93612,1.0,0.0,0.0,Bleach the Movie: Hell Verse,MOVIE,PG-13,94,Noriyuki Abe,DIRECTOR,2010,0.0,7.4,2416.0
342,tm36164,1.0,0.0,0.0,Naruto Shippuden the Movie: Bonds,MOVIE,PG-13,90,Hajime Kamegaki,DIRECTOR,2008,0.0,6.8,4551.0
343,tm30170,1.0,0.0,0.0,Don,MOVIE,PG-13,167,Farhan Akhtar,DIRECTOR,2006,0.0,7.1,37131.0
344,tm29731,1.0,0.0,0.0,Chup Chup Ke,MOVIE,G,165,Priyadarshan,DIRECTOR,2006,0.0,6.9,10810.0
345,tm147494,1.0,0.0,0.0,Naruto Shippuden the Movie: The Will of Fire,MOVIE,PG-13,95,Masahiko Murata,DIRECTOR,2009,0.0,7.0,3702.0
346,tm44530,1.0,0.0,0.0,Fashion,MOVIE,PG-13,167,Madhur Bhandarkar,DIRECTOR,2008,0.0,6.9,12533.0
347,tm89936,1.0,0.0,0.0,Arahan,MOVIE,,114,Ryoo Seung-wan,DIRECTOR,2004,0.0,6.6,3841.0
348,tm81461,1.0,0.0,0.0,Whisky,MOVIE,,99,Juan Pablo Rebella,DIRECTOR,2004,0.0,7.1,6293.0
349,tm81461,1.0,0.0,0.0,Whisky,MOVIE,,99,Pablo Stoll,DIRECTOR,2004,0.0,7.1,6293.0
350,tm155761,1.0,0.0,0.0,Ajab Prem Ki Ghazab Kahani,MOVIE,PG,150,Rajkumar Santoshi,DIRECTOR,2009,0.0,6.3,14603.0
351,tm48083,1.0,0.0,0.0,Te quiero,MOVIE,,85,Laura Mañá,DIRECTOR,2001,0.0,5.0,75.0
352,tm175687,1.0,0.0,0.0,Sir! No Sir!,MOVIE,,85,David Zeiger,DIRECTOR,2005,0.0,7.6,783.0
353,tm33067,1.0,0.0,0.0,Race,MOVIE,PG-13,161,Mastan Alibhai Burmawalla,DIRECTOR,2008,0.0,7.0,63.0
354,tm33067,1.0,0.0,0.0,Race,MOVIE,PG-13,161,Abbas Alibhai Burmawalla,DIRECTOR,2008,0.0,7.0,63.0
355,tm70222,1.0,0.0,0.0,Sivaji: The Boss,MOVIE,PG-13,189,Shankar,DIRECTOR,2007,0.0,7.5,19777.0
356,tm105278,1.0,0.0,0.0,Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,PG-13,100,Toshiya Shinohara,DIRECTOR,2002,0.0,7.3,2148.0
357,tm352243,1.0,0.0,0.0,Interview with a Serial Killer,MOVIE,PG-13,44,Christopher Martin,DIRECTOR,2008,0.0,5.9,611.0
358,tm82718,1.0,0.0,0.0,G.O.R.A.,MOVIE,PG-13,127,Ömer Faruk Sorak,DIRECTOR,2004,0.0,8.0,62386.0
359,tm98975,1.0,0.0,0.0,Guzaarish,MOVIE,PG,126,Sanjay Leela Bhansali,DIRECTOR,2010,0.0,7.4,18603.0
360,tm101609,1.0,0.0,0.0,Raajneeti,MOVIE,PG,167,Prakash Jha,DIRECTOR,2010,0.0,7.1,17697.0
361,tm39557,1.0,0.0,0.0,Jaane Tu... Ya Jaane Na,MOVIE,,146,Abbas Tyrewala,DIRECTOR,2008,0.0,7.4,26894.0
362,tm150521,1.0,0.0,0.0,Accident,MOVIE,R,89,Soi Cheang,DIRECTOR,2009,0.0,6.6,3327.0
363,tm30289,1.0,0.0,0.0,Jeff Dunham: Arguing with Myself,MOVIE,PG-13,76,Manny Rodriguez,DIRECTOR,2006,0.0,8.0,4000.0
364,tm141117,1.0,0.0,0.0,Chalte Chalte,MOVIE,PG-13,167,Aziz Mirza,DIRECTOR,2003,0.0,6.5,15468.0
365,tm80339,1.0,0.0,0.0,Naruto: Ninja Clash in the Land of Snow,MOVIE,PG-13,90,Tensai Okamura,DIRECTOR,2004,0.0,6.6,6866.0
366,tm33729,1.0,0.0,0.0,Taxi No. 9 2 11,MOVIE,,116,Milan Luthria,DIRECTOR,2006,0.0,7.2,9964.0
367,tm93004,1.0,0.0,0.0,Yuva,MOVIE,PG,161,Mani Ratnam,DIRECTOR,2004,0.0,7.3,8929.0
368,tm145243,1.0,0.0,0.0,Wake Up Sid,MOVIE,,138,Ayan Mukerji,DIRECTOR,2009,0.0,7.6,31167.0
369,tm34524,1.0,0.0,0.0,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,PG-13,95,Atsuji Shimizu,DIRECTOR,2008,0.0,7.0,1233.0
370,tm111226,1.0,0.0,0.0,Awara Paagal Deewana,MOVIE,,169,Vikram Bhatt,DIRECTOR,2002,0.0,6.2,8393.0
371,tm23441,1.0,0.0,0.0,Kabhi Alvida Naa Kehna,MOVIE,PG,184,Karan Johar,DIRECTOR,2006,0.0,6.0,19947.0
372,tm166293,1.0,0.0,0.0,The Blue Umbrella,MOVIE,,90,Vishal Bhardwaj,DIRECTOR,2005,0.0,7.3,2097.0
373,tm24576,1.0,0.0,0.0,Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,PG-13,95,Toshiyuki Tsuru,DIRECTOR,2006,0.0,6.4,4050.0
374,tm92977,1.0,0.0,0.0,Ishqiya,MOVIE,R,115,Abhishek Chaubey,DIRECTOR,2010,0.0,7.3,10469.0
375,tm77348,1.0,0.0,0.0,Life in a Metro,MOVIE,,124,Anurag Basu,DIRECTOR,2007,0.0,7.4,12036.0
376,tm91323,1.0,0.0,0.0,I Hate Luv Storys,MOVIE,PG,129,Punit Malhotra,DIRECTOR,2010,0.0,5.6,8042.0
377,tm88366,1.0,0.0,0.0,Main Hoon Na,MOVIE,PG,179,Farah Khan,DIRECTOR,2004,0.0,7.0,35484.0
378,tm156575,1.0,0.0,0.0,Billu,MOVIE,PG,137,Priyadarshan,DIRECTOR,2009,0.0,6.3,11884.0
379,tm164389,1.0,0.0,0.0,Paheli,MOVIE,PG-13,141,Amol Palekar,DIRECTOR,2005,0.0,6.3,13263.0
380,tm37945,1.0,0.0,0.0,Rock On!!,MOVIE,,144,Abhishek Kapoor,DIRECTOR,2008,0.0,7.7,22092.0
381,tm106625,1.0,0.0,0.0,"LSD: Love, Sex aur Dhokha",MOVIE,PG-13,108,Dibakar Banerjee,DIRECTOR,2010,0.0,7.2,5684.0
382,tm65142,1.0,0.0,0.0,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,PG-13,89,Takahiro Imamura,DIRECTOR,2007,0.0,6.9,1660.0
383,tm99450,1.0,0.0,0.0,Break Ke Baad,MOVIE,,120,Danish Aslam,DIRECTOR,2010,0.0,5.1,4275.0
384,tm149209,1.0,0.0,0.0,Kaminey,MOVIE,PG-13,135,Vishal Bhardwaj,DIRECTOR,2009,0.0,7.4,17219.0
385,tm23977,1.0,0.0,0.0,Fuga,MOVIE,,110,Pablo Larraín,DIRECTOR,2006,0.0,6.2,1129.0
386,tm160596,1.0,0.0,0.0,Zozo,MOVIE,,105,Josef Fares,DIRECTOR,2005,0.0,6.5,3225.0
387,tm129971,1.0,0.0,0.0,Luck by Chance,MOVIE,,155,Zoya Akhtar,DIRECTOR,2009,0.0,7.1,10272.0
388,tm56428,1.0,0.0,0.0,Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,,60,Mike Clattenburg,DIRECTOR,2008,0.0,7.8,3555.0
390,tm177687,1.0,0.0,0.0,Naruto: Legend of the Stone of Gelel,MOVIE,PG-13,96,Hirotsugu Kawasaki,DIRECTOR,2005,0.0,6.4,4380.0
391,tm77863,1.0,0.0,0.0,Honeymoon Travels Pvt. Ltd.,MOVIE,PG-13,118,Reema Kagti,DIRECTOR,2007,0.0,6.1,2648.0
392,tm80455,1.0,0.0,0.0,Manorama Six Feet Under,MOVIE,R,137,Navdeep Singh,DIRECTOR,2007,0.0,7.6,8110.0
393,tm184732,1.0,0.0,0.0,Dhobi Ghat,MOVIE,,102,Kiran Rao,DIRECTOR,2010,0.0,7.0,13167.0
394,tm89764,1.0,0.0,0.0,Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,PG-13,88,Toshiya Shinohara,DIRECTOR,2004,0.0,7.2,1845.0
396,tm134407,1.0,0.0,0.0,Dev.D,MOVIE,PG-13,141,Anurag Kashyap,DIRECTOR,2009,0.0,7.9,30567.0
397,tm103133,1.0,0.0,0.0,Karthik Calling Karthik,MOVIE,PG,135,Vijay Lalwani,DIRECTOR,2010,0.0,7.1,12114.0
398,tm54147,1.0,0.0,0.0,Dostana,MOVIE,PG-13,142,Tarun Mansukhani,DIRECTOR,2008,0.0,6.5,15063.0
399,tm101684,1.0,0.0,0.0,Romantik Komedi,MOVIE,G,95,Ketche,DIRECTOR,2010,0.0,5.3,5111.0
400,tm152724,1.0,0.0,0.0,Kurbaan,MOVIE,R,161,Renzil D'Silva,DIRECTOR,2009,0.0,5.7,5162.0
401,tm96168,1.0,0.0,0.0,Once Upon a Time in Mumbaai,MOVIE,PG-13,132,Milan Luthria,DIRECTOR,2010,0.0,7.4,17642.0
402,tm146887,1.0,0.0,0.0,Delhi-6,MOVIE,,141,Rakeysh Omprakash Mehra,DIRECTOR,2009,0.0,6.1,7761.0
403,tm138902,1.0,0.0,0.0,Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,PG-13,99,Toshiya Shinohara,DIRECTOR,2003,0.0,7.6,2226.0
