,id,title,type,age_certification,runtime,release_year,seasons,imdb_score
69148,ts313646,"Mom, Don't Do That!",SHOW,TV-MA,53,2022,1.0,6.5
69171,tm1038363,America: The Motion Picture,MOVIE,R,98,2021,0.0,5.6
69172,tm1048678,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,MOVIE,,102,2021,0.0,7.3
69188,tm1073510,SAS: Red Notice,MOVIE,R,124,2021,0.0,5.2
69210,ts271867,Vincenzo,SHOW,,81,2021,1.0,8.4
69223,tm1158704,Tyler Perry's A Madea Homecoming,MOVIE,R,105,2022,0.0,5.6
69235,tm863351,The God Committee,MOVIE,,98,2021,0.0,5.8
69267,tm1020073,Thunder Force,MOVIE,PG-13,107,2021,0.0,4.4
69268,ts288087,Sophie: A Murder in West Cork,SHOW,TV-14,55,2021,1.0,6.8
69282,tm1121707,Dangerous Liaisons,MOVIE,,109,2022,0.0,3.9
69318,tm1038344,Awake,MOVIE,R,96,2021,0.0,4.9
69326,tm1207098,Amy Schumer Presents: Parental Advisory,MOVIE,R,57,2022,0.0,3.8
69363,tm1080252,7 Prisoners,MOVIE,R,93,2021,0.0,7.1
69398,tm1028298,He's All That,MOVIE,R,91,2021,0.0,4.3
69422,tm977704,Robin Robin,MOVIE,G,30,2021,0.0,7.2
69434,tm813078,Prayers for the Stolen,MOVIE,R,110,2021,0.0,7.3
69437,tm1150872,Aziz Ansari: Nightclub Comedian,MOVIE,R,29,2022,0.0,7.0
69450,tm1195561,Kuttavum Shikshayum,MOVIE,,136,2022,0.0,6.2
69497,tm1180123,The House,MOVIE,,31,2022,0.0,6.9
69533,tm1141923,The Royal Treatment,MOVIE,,96,2022,0.0,5.2
69558,tm673809,Schumacher,MOVIE,,112,2021,0.0,7.4
69596,tm1110150,There's Someone Inside Your House,MOVIE,,96,2021,0.0,4.8
69605,tm858869,Stowaway,MOVIE,PG-13,117,2021,0.0,5.6
69619,ts297483,Hometown Cha-Cha-Cha,SHOW,TV-14,78,2021,1.0,8.4
69621,tm1165219,Ali Wong: Don Wong,MOVIE,R,59,2022,0.0,6.5
69623,tm1132176,Jimmy Carr: His Dark Material,MOVIE,,59,2021,0.0,7.1
69671,tm898614,Sweet Girl,MOVIE,R,110,2021,0.0,5.5
69696,tm1086874,Minnal Murali,MOVIE,,158,2021,0.0,8.1
69703,ts222864,Falling Into Your Smile,SHOW,TV-14,44,2021,1.0,8.4
69736,tm1018890,Seaspiracy,MOVIE,,89,2021,0.0,8.1
69751,tm996676,Viraata Parvam,MOVIE,,150,2022,0.0,8.0
69765,tm1210379,Collision,MOVIE,,99,2022,0.0,3.9
69771,tm1188818,Operation Romeo,MOVIE,,135,2022,0.0,6.2
69785,tm888243,Pray Away,MOVIE,PG-13,101,2021,0.0,6.5
69817,tm1018427,Moxie,MOVIE,PG-13,111,2021,0.0,6.7
69834,tm434625,Wish Dragon,MOVIE,PG,99,2021,0.0,7.2
69853,tm1185687,Silverton Siege,MOVIE,PG-13,100,2022,0.0,6.2
69874,tm1221280,Jaadugar,MOVIE,,167,2022,0.0,7.3
69890,tm1038369,Good on Paper,MOVIE,R,92,2021,0.0,5.6
69913,tm863823,Finding ʻOhana,MOVIE,PG,123,2021,0.0,6.1
69938,tm912100,Bruised,MOVIE,R,129,2021,0.0,6.1
69955,tm999817,Green Snake,MOVIE,,131,2021,0.0,6.8
69966,tm1131061,Hilda and the Mountain King,MOVIE,,85,2021,0.0,7.7
69983,ts312984,Our Blues,SHOW,TV-MA,66,2022,1.0,8.5
70002,ts352579,As the Crow Flies,SHOW,TV-MA,46,2022,1.0,6.3
70003,ts311791,The Raincoat Killer: Chasing a Predator in Korea,SHOW,TV-MA,48,2021,1.0,6.4
70018,tm1096775,Procession,MOVIE,R,118,2021,0.0,7.2
70041,tm1066826,Diana: The Musical,MOVIE,PG-13,117,2021,0.0,4.2
70057,tm1161601,Ben & Jody,MOVIE,,114,2022,0.0,5.4
70062,ts271025,Bling Empire,SHOW,TV-MA,37,2021,2.0,5.8
70070,tm1185421,David Spade: Nothing Personal,MOVIE,,66,2022,0.0,5.8
70079,tm1074764,Shiny_Flakes: The Teenage Drug Lord,MOVIE,,96,2021,0.0,7.3
70096,ts306203,Monsters Inside: The 24 Faces of Billy Milligan,SHOW,TV-MA,61,2021,1.0,6.2
70118,ts271321,Beyond Evil,SHOW,TV-MA,66,2021,1.0,8.1
70132,ts319412,Forecasting Love and Weather,SHOW,TV-14,66,2022,1.0,7.1
70139,tm999927,A Cop Movie,MOVIE,R,107,2021,0.0,7.0
70149,tm1082314,Untold: Malice at the Palace,MOVIE,R,69,2021,0.0,7.5
70189,tm1106212,Photocopier,MOVIE,,130,2021,0.0,6.7
70207,tm1087956,Afterlife of the Party,MOVIE,,109,2021,0.0,5.8
70215,ts246073,Tribes of Europa,SHOW,TV-MA,47,2021,1.0,6.7
70242,tm1019885,F3: Fun and Frustration,MOVIE,,148,2022,0.0,5.5
70331,tm1219787,Stand Out: An LGBTQ+ Celebration,MOVIE,,96,2022,0.0,5.9
70342,ts344043,Welcome to Wedding Hell,SHOW,TV-14,37,2022,1.0,6.9
70356,ts317078,The Journalist,SHOW,TV-14,51,2022,1.0,7.0
70376,tm1219831,Dirty Daddy: The Bob Saget Tribute,MOVIE,PG-13,83,2022,0.0,6.6
70387,ts315041,Bulgasal: Immortal Souls,SHOW,TV-MA,71,2021,1.0,7.3
70403,tm1042481,Riverdance: The Animated Adventure,MOVIE,,86,2021,0.0,5.4
70434,tm1167440,My Best Friend Anne Frank,MOVIE,PG-13,103,2021,0.0,6.2
70450,tm1195032,Thar,MOVIE,,108,2022,0.0,6.1
70484,tm1177856,Without Saying Goodbye,MOVIE,,96,2022,0.0,5.7
70495,tm1005109,Kingdom: Ashin of the North,MOVIE,,92,2021,0.0,7.2
70505,tm1144897,My Father's Violin,MOVIE,,112,2022,0.0,6.4
70514,tm1107063,Love and Leashes,MOVIE,R,118,2022,0.0,6.3
70550,ts272366,Amend: The Fight for America,SHOW,TV-MA,58,2021,1.0,7.8
70562,ts268102,Juvenile Justice,SHOW,TV-MA,61,2022,1.0,8.0
70606,ts288195,Invisible City,SHOW,TV-MA,37,2021,2.0,7.7
70617,tm1198745,Marmaduke,MOVIE,,88,2022,0.0,4.8
70619,tm1003261,Nate Bargatze: The Greatest Average American,MOVIE,,60,2021,0.0,7.3
70633,tm1120902,The Privilege,MOVIE,,107,2022,0.0,4.6
70661,tm998188,More the Merrier,MOVIE,,112,2021,0.0,5.4
70675,tm1047503,Trees of Peace,MOVIE,NC-17,97,2021,0.0,6.4
70728,tm1138870,Badhaai Do,MOVIE,,147,2022,0.0,7.1
70742,tm1207099,Jane Fonda & Lily Tomlin: Ladies Night Live,MOVIE,PG-13,60,2022,0.0,5.5
70752,tm166973,Mixtape,MOVIE,,94,2021,0.0,6.6
70776,tm1104532,Britney vs. Spears,MOVIE,,93,2021,0.0,6.4
70778,ts271593,Spycraft,SHOW,TV-MA,34,2021,1.0,6.7
70823,tm1228963,Ranveer vs Wild with Bear Grylls,MOVIE,PG,70,2022,0.0,7.3
70834,tm1213009,Dear Friend,MOVIE,,118,2022,0.0,5.9
70848,tm1040671,Marilyn's Eyes,MOVIE,,110,2021,0.0,6.6
70858,tm1087932,Prey,MOVIE,,87,2021,0.0,4.3
70860,tm983668,Misha and the Wolves,MOVIE,PG-13,90,2021,0.0,6.7
70915,tm921206,The Kissing Booth 3,MOVIE,PG-13,112,2021,0.0,4.7
70933,ts268835,Sisyphus,SHOW,,71,2021,1.0,7.0
70960,tm319224,The Loud House Movie,MOVIE,G,83,2021,0.0,6.1
70968,ts301914,Inspector Koo,SHOW,TV-14,69,2021,1.0,6.9
70976,tm1087160,Fever Dream,MOVIE,R,93,2021,0.0,5.4
70992,tm1045741,Blue Miracle,MOVIE,,95,2021,0.0,6.6
70996,tm855641,Home2Home,MOVIE,,110,2022,0.0,7.9
71031,ts343251,Green Mothers' Club,SHOW,,70,2022,1.0,6.5
71074,tm473502,83,MOVIE,,163,2021,0.0,7.5
71078,ts308838,Bad Sport,SHOW,TV-MA,68,2021,1.0,7.3
71104,tm855075,Rurouni Kenshin: The Beginning,MOVIE,R,138,2021,0.0,7.4
71121,tm1187913,Honeymoon With My Mother,MOVIE,,110,2022,0.0,5.8
71164,tm1134006,Death to 2021,MOVIE,,60,2021,0.0,6.3
71193,tm881587,"Vengeance Is Mine, All Others Pay Cash",MOVIE,,114,2021,0.0,7.0
71208,tm816591,The Getaway King,MOVIE,,100,2021,0.0,6.5
71224,tm810504,Yaksha: Ruthless Operations,MOVIE,,125,2022,0.0,6.2
71263,tm983270,Outside the Wire,MOVIE,R,116,2021,0.0,5.4
71265,tm1201457,Civil: Ben Crump,MOVIE,PG-13,101,2022,0.0,5.4
71281,ts317422,Saturday Morning All Star Hits!,SHOW,TV-14,23,2021,1.0,7.5
71284,tm982887,The Minimalists: Less Is Now,MOVIE,,53,2021,0.0,5.9
71308,tm984155,The Devil Below,MOVIE,R,89,2021,0.0,4.2
71351,tm984204,The Seventh Day,MOVIE,R,87,2021,0.0,4.5
71383,ts304468,Thirty-Nine,SHOW,TV-MA,73,2022,1.0,7.9
71435,tm863919,Extinct,MOVIE,,85,2021,0.0,5.4
71449,tm974195,The Fable: The Killer Who Doesn't Kill,MOVIE,,132,2021,0.0,6.8
71473,tm858000,Rurouni Kenshin: The Final,MOVIE,PG-13,139,2021,0.0,7.2
71476,tm1218547,Bruna Louise: Demolition,MOVIE,,65,2022,0.0,4.5
71494,ts287703,Mine,SHOW,TV-14,70,2021,1.0,7.7
71500,ts317612,Love is Blind: Japan,SHOW,TV-PG,57,2022,2.0,7.1
71507,tm1057343,Prophetess,MOVIE,,144,2021,0.0,6.8
71571,tm860261,To All the Boys: Always and Forever,MOVIE,PG-13,115,2021,0.0,6.3
71579,ts258415,Elves,SHOW,TV-14,24,2021,1.0,5.5
71582,tm1106044,100 días con la Tata,MOVIE,,82,2021,0.0,7.9
71591,tm1052498,Aileen Wuornos: American Boogeywoman,MOVIE,R,85,2021,0.0,3.7
71605,tm1150256,Tall Girl 2,MOVIE,,97,2022,0.0,4.7
71607,ts301196,Top Secret UFO Projects: Declassified,SHOW,TV-PG,44,2021,1.0,5.5
71631,ts250998,Dirty Lines,SHOW,TV-MA,46,2022,1.0,7.4
71645,tm1102868,Nobody Sleeps in the Woods Tonight 2,MOVIE,,97,2021,0.0,3.9
71681,ts288005,"Nevertheless,",SHOW,,70,2021,1.0,7.2
71692,tm872108,A Week Away,MOVIE,,94,2021,0.0,5.7
71721,tm1143898,Jana Gana Mana,MOVIE,,161,2022,0.0,8.3
71760,tm1110389,Single All the Way,MOVIE,,99,2021,0.0,6.1
71770,tm1031976,Dhamaka,MOVIE,,104,2021,0.0,7.2
71778,tm1093287,The River Runner,MOVIE,,86,2021,0.0,6.9
71799,tm362072,Monster,MOVIE,R,98,2021,0.0,6.5
71811,tm1120509,Never Back Down: Revolt,MOVIE,R,89,2021,0.0,4.0
71822,ts320075,Aranyak,SHOW,TV-MA,43,2021,1.0,7.9
71843,ts280892,"Devotion, a Story of Love and Desire",SHOW,TV-MA,40,2022,1.0,6.4
71847,tm1091155,Untold: Breaking Point,MOVIE,R,79,2021,0.0,7.6
71876,tm1219931,Heart Parade,MOVIE,,108,2022,0.0,4.9
71886,tm991351,Pelé,MOVIE,PG-13,108,2021,0.0,7.0
71897,ts223450,Move to Heaven,SHOW,TV-MA,52,2021,1.0,8.6
71916,tm1102891,Grudge,MOVIE,,104,2021,0.0,5.5
71920,tm998858,Brian Regan: On the Rocks,MOVIE,,58,2021,0.0,6.8
71932,tm894254,Penguin Bloom,MOVIE,PG-13,95,2021,0.0,6.8
71963,tm983658,Rita Moreno: Just a Girl Who Decided to Go for It,MOVIE,PG-13,90,2021,0.0,7.7
71998,tm1003353,Operation Varsity Blues: The College Admissions Scandal,MOVIE,R,100,2021,0.0,6.9
71999,ts314395,The Motive,SHOW,,35,2021,1.0,5.2
72051,tm817075,Furioza,MOVIE,,139,2021,0.0,6.2
72061,tm1137862,Four to Dinner,MOVIE,,104,2022,0.0,6.3
72095,tm834847,Seal Team,MOVIE,,101,2021,0.0,5.5
72120,tm876997,Most Eligible Bachelor,MOVIE,,170,2021,0.0,6.1
72139,tm1207096,Snoop Dogg's F*cn Around Comedy Special,MOVIE,,67,2022,0.0,5.2
72150,tm1092995,Shaun the Sheep: The Flight Before Christmas,MOVIE,G,30,2021,0.0,7.3
72159,ts312094,JAPAN SINKS: People of Hope,SHOW,TV-14,55,2021,1.0,6.0
72178,tm1166015,The Invisible Thread,MOVIE,,90,2022,0.0,6.7
72186,tm880822,Mobile Suit Gundam Hathaway,MOVIE,PG-13,96,2021,0.0,6.6
72192,tm1160424,AI Love You,MOVIE,PG-13,95,2022,0.0,4.4
72217,ts276067,Maldivas,SHOW,TV-MA,36,2022,1.0,5.6
72229,tm1215536,The Hall: Honoring the Greats of Stand-Up,MOVIE,,70,2022,0.0,6.3
72249,ts320302,Neymar: The Perfect Chaos,SHOW,TV-MA,55,2022,1.0,6.6
72265,tm833467,Hurdang,MOVIE,,122,2022,0.0,4.9
72278,tm1185388,The Turning Point,MOVIE,,90,2021,0.0,6.1
72304,tm998726,Sentinelle,MOVIE,,80,2021,0.0,4.7
72337,tm1077201,Stuck Together,MOVIE,,126,2021,0.0,6.3
72354,tm1203307,F*ck Love Too,MOVIE,,92,2022,0.0,3.8
72373,tm945448,Vicky and Her Mystery,MOVIE,,84,2021,0.0,6.4
72377,ts296129,Elite Short Stories: Guzmán Caye Rebe,SHOW,TV-MA,12,2021,1.0,7.4
72443,ts275448,Navillera,SHOW,,65,2021,1.0,8.8
72454,ts269286,Once Upon a Time... Happily Never After,SHOW,TV-MA,30,2022,1.0,5.4
72485,tm1119136,Game Changer,MOVIE,,102,2021,0.0,4.1
72487,tm1043290,Murder by the Coast,MOVIE,PG-13,88,2021,0.0,6.5
72489,tm1174856,Chappelle's Home Team - Earthquake: Legendary,MOVIE,R,36,2022,0.0,6.9
72501,tm810494,The 8th Night,MOVIE,,115,2021,0.0,5.3
72521,tm1029256,Ferry,MOVIE,,106,2021,0.0,7.0
72535,ts283610,Feels Like Ishq,SHOW,TV-MA,31,2021,1.0,6.4
72549,tm1144693,The Trip 6,MOVIE,,97,2021,0.0,3.2
72568,tm1000619,Radhe Shyam,MOVIE,,138,2022,0.0,5.3
72572,ts280693,Thomas & Friends: All Engines Go!,SHOW,TV-Y,11,2021,1.0,2.0
72597,tm675820,A Boy Called Christmas,MOVIE,PG,106,2021,0.0,6.7
72599,tm1174920,Jeff Foxworthy: The Good Old Days,MOVIE,,60,2022,0.0,6.1
72622,tm1185506,The Taming of the Shrewd,MOVIE,,112,2022,0.0,4.5
72635,tm1083068,Operation Hyacinth,MOVIE,,112,2021,0.0,6.7
72657,tm466544,Sooryavanshi,MOVIE,,145,2021,0.0,6.3
72660,ts315551,Elite Short Stories: Phillipe Caye Felipe,SHOW,,13,2021,1.0,6.2
72674,ts260502,Until Life Do Us Part,SHOW,TV-MA,49,2021,1.0,7.5
72680,ts320557,Elite Short Stories: Patrick,SHOW,TV-MA,12,2021,1.0,6.1
72713,tm448707,CBI 5: The Brain,MOVIE,,163,2022,0.0,6.3
72717,ts296069,Elite Short Stories: Omar Ander Alexis,SHOW,TV-MA,12,2021,1.0,7.3
72730,tm1111717,L.O.L. Surprise: The Movie,MOVIE,G,47,2021,0.0,3.8
72757,tm950444,Skater Girl,MOVIE,PG,107,2021,0.0,6.6
72784,ts297685,I Need Romance,SHOW,TV-14,45,2021,1.0,7.8
72803,ts296059,Elite Short Stories: Carla Samuel,SHOW,TV-MA,14,2021,1.0,6.9
72834,tm1098514,The Falls,MOVIE,,129,2021,0.0,7.0
72872,tm1108621,Yara,MOVIE,,96,2021,0.0,6.2
72885,ts216407,Age of Samurai: Battle for Japan,SHOW,TV-MA,43,2021,1.0,7.4
72887,tm1130264,Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,,65,2021,0.0,5.7
72899,tm1127479,Cobalt Blue,MOVIE,,112,2022,0.0,6.6
72919,tm433048,This Is the Night,MOVIE,R,100,2021,0.0,5.4
72953,tm972519,Don't Kill Me,MOVIE,,90,2021,0.0,4.3
72969,tm1003725,A Castle for Christmas,MOVIE,,98,2021,0.0,5.5
73002,tm1036270,I Am All Girls,MOVIE,,107,2021,0.0,5.9
73016,ts287838,Mad for Each Other,SHOW,,35,2021,1.0,7.9
73041,tm876608,Sounds Like Love,MOVIE,,110,2021,0.0,5.4
73052,tm1000797,Ride or Die,MOVIE,R,142,2021,0.0,5.6
73060,tm1096880,Thomas & Friends: All Engines Go - Race for the Sodor Cup,MOVIE,,60,2021,0.0,3.7
73061,ts331449,Hei$t: The Great Robbery of Brazil's Central Bank,SHOW,TV-14,61,2022,1.0,6.4
73077,tm858287,Jersey,MOVIE,,175,2022,0.0,7.3
73090,tm990835,The Girl on the Train,MOVIE,,128,2021,0.0,4.4
73097,ts283639,Decoupled,SHOW,TV-MA,31,2021,1.0,8.0
73100,ts296091,Elite Short Stories: Nadia Guzmán,SHOW,TV-MA,11,2021,1.0,6.2
73122,tm993435,Cousins,MOVIE,R,98,2021,0.0,6.9
73146,tm1064532,Deep,MOVIE,,101,2021,0.0,4.8
73151,tm1047190,The Phantom,MOVIE,,81,2021,0.0,6.5
73155,ts292446,Taarak Mehta Kka Chhota Chashmah,SHOW,TV-Y,22,2021,1.0,6.6
73160,ts315549,Elite Short Stories: Samuel Omar,SHOW,,12,2021,1.0,6.1
73179,tm1002869,Fate: The Winx Saga - The Afterparty,MOVIE,PG-13,50,2021,0.0,6.2
73191,tm1001267,Secret Magic Control Agency,MOVIE,,103,2021,0.0,6.2
73234,tm1218702,Doom of Love,MOVIE,,100,2022,0.0,4.7
73237,tm1041543,Breaking Boundaries: The Science of Our Planet,MOVIE,,73,2021,0.0,7.8
73246,ts257817,Call My Agent Bollywood,SHOW,TV-MA,48,2021,1.0,6.9
73282,tm1146393,All Hail,MOVIE,,118,2022,0.0,5.6
73308,tm1065041,The Seven Deadly Sins: Cursed by Light,MOVIE,PG-13,79,2021,0.0,6.4
73344,tm1132325,Don,MOVIE,,164,2022,0.0,7.0
73362,tm1038355,The Last Mercenary,MOVIE,,110,2021,0.0,5.3
73370,tm890013,Lulli,MOVIE,,90,2021,0.0,4.8
73385,tm1182144,Dancing on Glass,MOVIE,,137,2022,0.0,5.5
73397,tm1102226,"My Brother, My Sister",MOVIE,,110,2021,0.0,6.0
73411,tm1000037,Je suis Karl,MOVIE,R,126,2021,0.0,5.4
73437,tm1084481,Blood Brothers: Malcolm X & Muhammad Ali,MOVIE,PG-13,95,2021,0.0,6.9
73443,ts285724,2020,SHOW,TV-14,45,2021,2.0,7.9
73470,tm963182,Trollhunters: Rise of the Titans,MOVIE,,104,2021,0.0,6.7
73501,tm1114205,Amina,MOVIE,PG-13,120,2021,0.0,3.8
73556,tm1129394,The Princess Switch 3: Romancing the Star,MOVIE,PG,106,2021,0.0,5.5
73573,tm949382,Looop Lapeta,MOVIE,,131,2022,0.0,5.2
73585,tm1000599,The Last Forest,MOVIE,,74,2021,0.0,7.3
73591,ts257345,Wild Abandon,SHOW,TV-MA,51,2022,1.0,7.1
73616,tm1188819,Rumspringa,MOVIE,,102,2022,0.0,5.3
73649,tm1049155,Bordertown: The Mural Murders,MOVIE,,107,2021,0.0,6.2
73663,ts291150,Soil,SHOW,TV-MA,48,2021,1.0,7.1
73680,ts309235,Christmas Flow,SHOW,TV-MA,50,2021,1.0,5.7
73688,ts90023,AlRawabi School for Girls,SHOW,TV-14,48,2021,2.0,7.3
73700,tm1002408,Biking Borders - eine etwas andere Reise,MOVIE,,89,2021,0.0,7.7
73704,ts226392,Sexify,SHOW,TV-MA,44,2021,1.0,6.5
73707,tm1187638,Ronny Chieng: Speakeasy,MOVIE,,60,2022,0.0,6.3
73725,ts287941,Racket Boys,SHOW,TV-14,71,2021,1.0,4.0
73773,tm1001108,Biggie: I Got a Story to Tell,MOVIE,R,97,2021,0.0,6.8
73819,tm475430,Super Me,MOVIE,,102,2021,0.0,5.8
73844,tm1125844,The Whole Truth,MOVIE,R,125,2021,0.0,5.1
73860,tm1130995,Jonas Brothers Family Roast,MOVIE,,68,2021,0.0,5.2
73878,tm980657,The Soul,MOVIE,,130,2021,0.0,6.6
73927,tm1201453,"Sing, Dance, Act: Kabuki featuring Toma Ikuta",MOVIE,,87,2022,0.0,6.9
73941,ts288472,You Are My Spring,SHOW,,69,2021,1.0,7.4
73957,tm919869,And Tomorrow the Entire World,MOVIE,,111,2021,0.0,6.0
74009,tm1022912,One,MOVIE,,150,2021,0.0,6.5
74017,ts330012,Eternally Confused and Eager for Love,SHOW,TV-MA,23,2022,1.0,6.7
74060,tm454879,Major Grom: Plague Doctor,MOVIE,,136,2021,0.0,6.3
74078,ts279953,Law School,SHOW,,65,2021,1.0,8.0
74091,tm421437,Anne+,MOVIE,,94,2021,0.0,6.0
74113,tm1025318,Ajeeb Daastaans,MOVIE,,142,2021,0.0,6.7
74127,ts270807,"Hello, Me!",SHOW,,62,2021,1.0,7.2
74150,tm1022893,Dynasty Warriors,MOVIE,PG-13,118,2021,0.0,4.7
74163,ts321437,Fishbowl Wives,SHOW,TV-MA,43,2022,1.0,6.1
74179,tm1080406,"Barbie: Big City, Big Dreams",MOVIE,,62,2021,0.0,5.7
74189,tm1001095,Roohi,MOVIE,,134,2021,0.0,4.3
74199,ts282214,Let's Fight Ghost,SHOW,TV-14,65,2021,1.0,6.7
74216,ts329711,"Love, Life & Everything in Between",SHOW,TV-14,27,2022,1.0,5.6
74230,ts14520,Action Pack,SHOW,TV-Y,28,2022,2.0,6.3
74260,tm985550,Crazy About Her,MOVIE,,102,2021,0.0,6.6
74287,tm992279,Confessions of an Invisible Girl,MOVIE,,91,2021,0.0,5.2
74302,ts326029,Savage Rhythm,SHOW,TV-MA,38,2022,1.0,6.3
74321,tm998033,Doctor,MOVIE,,150,2021,0.0,7.5
74337,tm1178876,Battle: Freestyle,MOVIE,,88,2022,0.0,4.3
74339,tm1115800,Theo Von: Regular People,MOVIE,,61,2021,0.0,5.1
74341,ts330132,800 Meters,SHOW,TV-MA,53,2022,1.0,6.9
74350,tm975741,Octonauts: The Ring of Fire,MOVIE,G,72,2021,0.0,6.4
74355,tm988736,Chris Rock Total Blackout: The Tamborine Extended Cut,MOVIE,PG-13,97,2021,0.0,7.1
74366,tm1120937,Montford: The Chickasaw Rancher,MOVIE,,96,2021,0.0,6.6
74385,ts297763,Myth and Mogul: John DeLorean,SHOW,TV-14,44,2021,1.0,6.8
74386,ts61384,My Love: Six Stories of True Love,SHOW,TV-PG,70,2021,1.0,7.5
74405,ts321084,Framed! A Sicilian Murder Mystery,SHOW,TV-MA,31,2022,1.0,6.8
74436,tm1024062,Nayattu,MOVIE,,124,2021,0.0,8.1
74463,tm1143258,Hey! Sinamika,MOVIE,,150,2022,0.0,6.0
74466,tm1200703,Christina P: Mom Genes,MOVIE,,62,2022,0.0,5.8
74468,tm1077013,Memories of a Murderer: The Nilsen Tapes,MOVIE,R,84,2021,0.0,6.3
74473,tm1031186,Heroes: Silence and Rock & Roll,MOVIE,,94,2021,0.0,7.5
74482,tm1082359,Phil Wang: Philly Philly Wang Wang,MOVIE,,63,2021,0.0,6.1
74489,tm985712,"Strip Down, Rise Up",MOVIE,R,112,2021,0.0,5.2
74511,tm1027712,This Little Love of Mine,MOVIE,G,91,2021,0.0,5.3
74521,tm1102151,Bright: Samurai Soul,MOVIE,PG-13,80,2021,0.0,5.5
74529,tm1065788,Last Summer,MOVIE,,101,2021,0.0,6.3
74530,ts296201,Elize Matsunaga: Once Upon a Crime,SHOW,TV-MA,49,2021,1.0,5.9
74557,tm1162608,40 Years Young,MOVIE,,81,2022,0.0,4.3
74569,tm979182,Red Dot,MOVIE,,86,2021,0.0,5.5
74574,ts306135,"Vendetta: Truth, Lies and The Mafia",SHOW,TV-MA,0,2021,1.0,6.7
74611,tm1070032,Black Island,MOVIE,,105,2021,0.0,5.2
74627,tm1152224,Love Tactics,MOVIE,,97,2022,0.0,5.2
74629,tm1217689,Yuri Marçal: Honest Mistake,MOVIE,,59,2022,0.0,6.1
74664,tm990983,Paper Lives,MOVIE,,96,2021,0.0,6.6
74665,tm1094069,The Women and the Murderer,MOVIE,PG-13,92,2021,0.0,6.4
74677,tm1037704,Resort to Love,MOVIE,PG,101,2021,0.0,5.7
74681,tm902870,7 Yards: The Chris Norton Story,MOVIE,,93,2021,0.0,7.8
74694,tm1165118,UFO,MOVIE,,109,2022,0.0,4.7
74714,tm948681,Below Zero,MOVIE,,106,2021,0.0,6.2
74730,tm960430,Child of Kamiari Month,MOVIE,,99,2021,0.0,5.8
74744,tm954297,The Secret Diary of an Exchange Student,MOVIE,,96,2021,0.0,5.3
74750,tm1107848,Making Malinche: A Documentary by Nacho Cano,MOVIE,,89,2021,0.0,5.1
74753,tm997608,Hate by Dani Rovira,MOVIE,PG-13,82,2021,0.0,6.7
74807,ts304690,Remember You,SHOW,TV-MA,67,2021,1.0,7.5
74819,tm1107912,American Girl,MOVIE,,101,2021,0.0,7.1
74833,tm1001619,Man in Love,MOVIE,,115,2021,0.0,6.9
74850,tm1025493,Dasvi,MOVIE,,125,2022,0.0,7.4
74871,tm983722,Prime Time,MOVIE,R,93,2021,0.0,5.2
74881,tm886188,Caught by a Wave,MOVIE,,99,2021,0.0,5.7
74907,tm1101878,Honey Girls,MOVIE,PG,90,2021,0.0,4.7
74924,tm1183542,Mishan Impossible,MOVIE,,129,2022,0.0,6.8
74940,tm960145,Spoiled Brats,MOVIE,,95,2021,0.0,6.1
74977,tm876083,Xtreme,MOVIE,,111,2021,0.0,5.8
74991,tm1102856,The Four of Us,MOVIE,,88,2021,0.0,5.3
75001,ts302653,Light the Night,SHOW,TV-MA,59,2021,3.0,7.4
75015,tm462311,Latte and the Magic Waterstone,MOVIE,,82,2022,0.0,5.6
75037,tm855340,Thalaivii,MOVIE,G,153,2021,0.0,5.9
75068,tm1000185,Squared Love,MOVIE,,102,2021,0.0,5.1
75070,tm1030283,Why Did You Kill Me?,MOVIE,R,83,2021,0.0,5.6
75084,tm1040337,Security,MOVIE,,118,2021,0.0,4.9
75092,tm1039422,Nail Bomber: Manhunt,MOVIE,,72,2021,0.0,6.3
75106,ts329882,Secrets of Summer,SHOW,TV-Y,30,2022,1.0,5.9
75120,tm1006127,Arlo the Alligator Boy,MOVIE,,90,2021,0.0,6.4
75121,tm1196455,The Photographer: Murder in Pinamar,MOVIE,,105,2022,0.0,6.7
75128,tm990972,The Last Paradiso,MOVIE,,107,2021,0.0,5.6
75149,ts330289,Smother-In-Law,SHOW,TV-MA,25,2022,1.0,4.2
75157,tm1063013,The Father Who Moves Mountains,MOVIE,PG-13,108,2021,0.0,5.5
75178,tm996040,Forever Out of My League,MOVIE,,104,2022,0.0,5.3
75203,ts311958,The Hungry and the Hairy,SHOW,TV-14,63,2021,1.0,7.5
75209,tm979688,Homunculus,MOVIE,,119,2021,0.0,5.5
75213,tm1033803,Searching for Sheela,MOVIE,,58,2021,0.0,4.3
75225,tm1038096,Carnaval,MOVIE,,94,2021,0.0,4.0
75275,tm1039168,Cinema Bandi,MOVIE,,98,2021,0.0,7.9
75309,tm904862,Just Say Yes,MOVIE,,97,2021,0.0,4.5
75323,tm926580,A Family,MOVIE,R,136,2021,0.0,7.0
75357,tm1017664,Baggio: The Divine Ponytail,MOVIE,,91,2021,0.0,6.1
75369,tm977620,Asakusa Kid,MOVIE,,123,2021,0.0,7.1
75388,tm1185568,Broken Idol: The Undoing of Diomedes Díaz,MOVIE,R,102,2022,0.0,6.3
